"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",15.992,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",15.091,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",15.117,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",14.771,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",11.849,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",10.92,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",10.087,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",9.958,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",8.981,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",9.263,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",9.388,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",9.248,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",9.589,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",9.465,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",9.56,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",9.568,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",9.543,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",9.823,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",10.199,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",10.474,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",10.937,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",11.407,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",11.977,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",12.508,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",12.762,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",13.106,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",13.437,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",14.084,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",14.679,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",15.702,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",16.059,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",15.374,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",15.761,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",15.656,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",15.218,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",15.276,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",15.201,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",15.412,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",15.535,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",15.63,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",15.311,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",15.308,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",14.989,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",14.386,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",14.499,
"AUS","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",14.73,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",10.131,"B"
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",10.001,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",9.889,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",9.746,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",9.457,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",9.542,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",9.839,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",11.213,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",11.843,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",12.551,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",12.734,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",12.897,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",13.154,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",13.607,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",13.308,"B"
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",13.239,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",13.271,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",13.486,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",13.432,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",12.369,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",12.22,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",12.291,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",12.063,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",11.886,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",12.144,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",12.292,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",12.01,
"AUT","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",12.258,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",28.113,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",28.275,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",27.629,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",27.547,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",26.779,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",21.886,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",18.88,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",18.301,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",17.789,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",17.386,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",17.374,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",16.044,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",15.4,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",15.594,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",14.967,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",15.684,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",15.708,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",15.952,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",16.479,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",16.231,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",15.52,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",15.597,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",16.282,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",17.445,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",17.459,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",18.068,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",17.119,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",17.497,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",17.166,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",17.139,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",17.058,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",16.518,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",16.679,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",16.411,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",15.685,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",15.521,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",15.195,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",14.431,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",14.201,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",13.709,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",14.427,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",14.293,
"BEL","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",14.252,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",11.962,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",11.529,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",10.962,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",10.942,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",10.026,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",9.319,"B"
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",8.957,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",8.9,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",8.882,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",9.081,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",8.934,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",9.357,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",9.071,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",9.145,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",9.5,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",10.061,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",10.756,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",11.058,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",11.383,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",11.691,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",11.914,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",12.135,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",12.75,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",13.377,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",13.613,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",14.358,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",14.578,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",15.255,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",15.702,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",16.199,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",16.601,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",16.921,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",17.438,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",17.845,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",17.992,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",18.058,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",17.874,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",17.67,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",17.465,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",17.481,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",18.144,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",17.958,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",17.614,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",17.325,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",17.208,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",17.222,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",16.892,
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",16.746,"P"
"CAN","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",16.722,"P"
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",24.212,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",21.496,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",24.69,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",22.358,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",28.254,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",28.28,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",27.665,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",27.252,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",25.085,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",24.149,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",24.659,"B"
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",24.981,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",25.069,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",25.196,"B"
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",25.671,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",25.7,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",23.478,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",22.213,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",20.906,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",22.139,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",20.418,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",20.432,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",21.496,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",18.135,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",17.268,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",17.457,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",17.431,
"CZE","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",16.984,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",6.301,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",6.149,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",6.189,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",6.407,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",6.631,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",6.864,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",7.276,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",6.888,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",7.33,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",7.023,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",7.621,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",8.145,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",8.123,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",8.692,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",9.047,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",9.329,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",9.16,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",9.295,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",10.367,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",9.051,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",9.068,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",8.983,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",9.409,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",9.241,"B"
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",8.921,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",8.58,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",8.718,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",8.886,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",8.328,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",7.613,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",8.096,"B"
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",7.853,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",7.415,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",6.925,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",6.849,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",6.771,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",6.606,
"DNK","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",6.329,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",13.822,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",14.426,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",14.398,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",13.736,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",13.361,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",12.871,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",12.746,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",12.686,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",12.685,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",11.983,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",11.217,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",10.899,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",10.391,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",10.642,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",10.57,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",10.174,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",10.079,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",10.069,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",9.968,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",9.812,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",9.864,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",10.343,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",11.166,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",12.652,"B"
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",13.733,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",14.321,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",14.875,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",15.244,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",14.646,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",15.566,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",15.605,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",16.059,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",16.233,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",16.112,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",16.21,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",16.097,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",14.661,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",14.666,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",14.585,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",14.059,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",13.499,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",12.906,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",12.608,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",12.454,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",12.31,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",12.148,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",12.6,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",12.303,
"FIN","PHARMAEXP","TOT","PC_HEALTHXP","A","2018",12.292,"P"
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",24.413,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",20.741,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",16.389,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",16.577,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",17.282,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1991",17.702,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",17.619,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",18.002,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",17.898,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",15.393,"B"
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",15.224,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",15.462,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",15.872,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",16.395,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",16.899,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",17.333,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",17.188,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",17.559,"B"
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",17.63,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",17.568,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",16.97,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",16.719,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",16.372,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",15.8,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",15.476,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",15.091,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",14.533,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",13.976,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2014",13.968,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2015",13.634,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2016",13.394,
"FRA","PHARMAEXP","TOT","PC_HEALTHXP","A","2017",13.247,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1970",17.002,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1971",16.225,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1972",15.851,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1973",15.289,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1974",14.881,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1975",14.332,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1976",14.234,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1977",13.85,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1978",13.955,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1979",13.881,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1980",13.895,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1981",13.98,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1982",13.99,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1983",14.21,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1984",14.27,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1985",14.302,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1986",14.357,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1987",14.592,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1988",14.634,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1989",14.819,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1990",14.709,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1992",15.373,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1993",13.781,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1994",13.398,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1995",13.188,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1996",13.463,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1997",13.439,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1998",13.954,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","1999",13.995,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2000",14.082,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2001",14.693,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2002",14.919,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2003",14.843,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2004",14.041,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2005",15.141,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2006",14.996,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2007",15.337,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2008",15.369,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2009",15.238,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2010",15.004,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2011",14.288,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2012",14.136,
"DEU","PHARMAEXP","TOT","PC_HEALTHXP","A","2013",13.984,
